,review_id,trip_id,reviewer_id,reviewee_id,rating,comment,reviewed_at
638,639,837,1187,1122,3,"Great driver, very professional!",2023-01-22 18:25:21
642,643,842,539,1122,3,Very clean car.,2024-01-13 16:11:33
644,645,847,1118,1492,5,"Easy pickup, no problems.",2023-06-12 15:21:03
645,646,847,1492,1118,4,"Excellent service, will ride again.",2023-06-12 15:40:03
646,647,848,1118,446,4,"Easy pickup, no problems.",2022-05-23 15:59:55
649,650,849,1562,1118,3,"Smooth ride, on time.",2023-04-25 08:00:58
650,651,853,1118,40,5,"Smooth ride, on time.",2022-03-23 23:44:06
652,653,855,48,485,4,"Easy pickup, no problems.",2023-08-01 18:54:37
653,654,856,932,48,3,"Great driver, very professional!",2022-02-20 11:56:56
658,659,861,1509,1024,3,Very clean car.,2023-05-07 17:39:50
663,664,866,1024,1558,2,Driver was rude.,2023-01-09 12:21:47
666,667,870,1386,1024,3,Super friendly and helpful.,2023-03-02 09:53:42
667,668,871,1024,866,3,"OK trip, nothing special.",2024-05-25 19:21:07
668,669,871,866,1024,4,"Excellent service, will ride again.",2024-05-25 20:33:07
669,670,872,147,1024,4,Very clean car.,2023-02-12 10:00:32
673,674,876,1034,1965,3,Trip was okay.,2024-03-27 13:05:55
675,676,878,1196,1034,4,"Great driver, very professional!",2024-02-23 22:04:40
676,677,879,1034,925,4,"Easy pickup, no problems.",2022-10-08 19:54:55
678,679,880,1034,1040,4,Very comfortable ride.,2022-02-18 21:53:23
682,683,885,1719,1237,3,Trip was okay.,2023-06-07 13:32:12
684,685,887,351,1719,3,"Excellent service, will ride again.",2024-05-23 21:41:16
685,686,888,1719,448,5,Loved the music selection!,2024-06-24 23:21:52
686,687,888,448,1719,4,"Excellent service, will ride again.",2024-06-24 23:03:52
687,688,889,1719,139,5,"Great driver, very professional!",2022-12-22 15:33:49
688,689,891,1719,1775,5,Very comfortable ride.,2023-07-11 13:35:28
689,690,893,1719,941,3,Trip was okay.,2022-09-21 22:46:59
690,691,895,1719,608,4,Loved the music selection!,2023-12-03 09:16:53
693,694,897,1461,1719,5,"Excellent service, will ride again.",2023-01-11 00:36:07
694,695,898,643,1719,3,"Great driver, very professional!",2022-07-18 04:44:39
697,698,903,1719,1869,3,Decent experience.,2023-10-05 03:00:40
703,704,915,1719,1605,3,Got there safely.,2023-10-29 22:25:05
704,705,917,1719,748,3,Nothing to complain about.,2024-01-23 14:57:02
705,706,917,748,1719,5,"Excellent service, will ride again.",2024-01-23 14:10:02
706,707,918,1719,800,4,"Easy pickup, no problems.",2024-01-16 22:44:49
707,708,919,1719,1131,5,"Smooth ride, on time.",2022-10-27 01:58:18
708,709,919,1131,1719,3,"Excellent service, will ride again.",2022-10-27 03:05:18
709,710,921,1719,1702,3,"OK trip, nothing special.",2023-06-17 20:42:57
711,712,922,842,1719,3,Super friendly and helpful.,2022-03-15 19:49:04
713,714,923,608,1719,3,"Excellent service, will ride again.",2022-08-24 21:51:29
714,715,925,1719,1023,3,Acceptable ride.,2023-02-21 18:54:49
717,718,929,1479,1719,3,Super friendly and helpful.,2023-06-13 03:22:52
718,719,930,1030,1719,4,"Great driver, very professional!",2023-09-14 21:31:04
719,720,931,1719,1752,4,"Perfect trip, no issues.",2022-10-20 13:39:29
721,722,934,1437,1719,2,Super friendly and helpful.,2023-09-08 06:34:19
722,723,935,1719,549,5,"5 stars, highly recommend!",2022-12-14 16:33:02
726,727,942,1719,1894,3,"OK trip, nothing special.",2024-06-19 22:54:56
728,729,943,1719,1584,5,"Quick and efficient, thanks!",2023-04-26 03:17:49
730,731,944,1947,1719,3,"Great driver, very professional!",2022-11-24 09:20:00
732,733,945,55,1719,4,Very clean car.,2023-04-02 13:00:55
734,735,949,339,1719,3,"Great driver, very professional!",2022-11-10 21:50:20
735,736,950,1719,1100,4,Super friendly and helpful.,2024-03-31 09:42:05
736,737,950,1100,1719,4,"Smooth ride, on time.",2024-03-31 09:20:05
737,738,952,1719,1311,3,Fine driver.,2022-05-05 02:35:53
738,739,953,1719,705,5,"Smooth ride, on time.",2023-12-04 16:53:47
742,743,958,1030,1719,4,Super friendly and helpful.,2023-05-07 13:55:11
746,747,963,616,1492,4,Fast and safe driver.,2024-03-01 23:06:04
748,749,964,616,1699,3,Fine driver.,2024-06-17 01:30:34
749,750,964,1699,616,4,"Smooth ride, on time.",2024-06-17 03:01:34
752,753,969,1324,1957,3,"Great driver, very professional!",2024-06-05 18:27:38
753,754,970,1957,256,5,"Easy pickup, no problems.",2022-08-05 18:34:34
755,756,972,1267,1957,4,"Smooth ride, on time.",2023-02-11 00:11:57
760,761,981,1957,1983,4,Very comfortable ride.,2022-05-28 16:21:04
762,763,982,1206,1957,4,"Smooth ride, on time.",2023-03-02 21:26:30
763,764,984,1957,176,4,Car was spotless.,2023-10-07 01:32:54
764,765,985,1957,341,5,"5 stars, highly recommend!",2023-11-19 01:08:11
765,766,986,1957,1170,3,Fine driver.,2023-05-01 04:15:47
766,767,986,1170,1957,4,"Smooth ride, on time.",2023-05-01 03:50:47
768,769,990,1957,941,4,Fast and safe driver.,2022-05-27 12:12:02
770,771,995,331,1957,3,"Excellent service, will ride again.",2023-03-09 18:19:31
772,773,998,1957,1532,3,Nothing to complain about.,2024-03-25 22:19:33
773,774,1001,1957,891,4,"Excellent service, will ride again.",2022-03-22 20:36:13
774,775,1002,55,1957,2,"Great driver, very professional!",2022-07-14 02:11:48
777,778,1005,1053,1957,4,"Excellent service, will ride again.",2024-05-17 09:45:36
778,779,1006,1026,1957,4,Super friendly and helpful.,2024-04-08 20:08:59
780,781,1007,834,1957,3,"Smooth ride, on time.",2023-09-08 03:58:25
781,782,1009,898,1957,2,Super friendly and helpful.,2023-12-16 13:06:16
782,783,1010,1957,1795,3,Acceptable ride.,2024-03-11 07:09:00
784,785,1011,1105,1957,3,Super friendly and helpful.,2023-09-09 23:25:14
785,786,1012,1273,1605,4,"5 stars, highly recommend!",2022-02-16 22:04:30
786,787,1012,1605,1273,3,Very clean car.,2022-02-16 22:06:30
787,788,1013,972,1509,4,Very courteous driver.,2023-11-30 08:40:56
788,789,1015,972,1443,4,"5 stars, highly recommend!",2023-06-18 01:43:19
789,790,1016,972,430,3,"OK trip, nothing special.",2022-02-01 11:15:38
790,791,1016,430,972,2,"Smooth ride, on time.",2022-02-01 09:50:38
791,792,1017,972,1026,4,"Great rider, very polite.",2024-01-07 03:17:12
792,793,1019,146,22,3,"Smooth ride, on time.",2023-02-14 17:32:12
793,794,1021,1351,665,2,Driver was rude.,2022-09-16 07:51:49
797,798,1026,1105,828,3,"Excellent service, will ride again.",2023-10-19 21:36:08
799,800,1030,561,553,4,Super friendly and helpful.,2023-01-14 03:55:44
801,802,1032,303,1781,4,Very comfortable ride.,2023-03-26 17:23:19
802,803,1032,1781,303,2,Very clean car.,2023-03-26 19:28:19
803,804,1034,303,147,3,Acceptable ride.,2024-06-13 07:50:24
806,807,1036,891,424,3,Very clean car.,2023-09-10 18:41:00
807,808,1038,1509,424,3,"Smooth ride, on time.",2023-06-06 05:12:03
809,810,1040,1853,424,4,"Excellent service, will ride again.",2022-02-15 21:54:34
811,812,1044,1197,424,2,Very clean car.,2022-12-15 14:21:28
812,813,1046,424,1355,3,Fine driver.,2023-07-20 19:23:44
813,814,1048,424,1474,3,Nothing to complain about.,2023-09-13 04:55:43
814,815,1048,1474,424,3,Super friendly and helpful.,2023-09-13 05:41:43
815,816,1050,424,1775,5,"Quick and efficient, thanks!",2022-09-26 07:13:59
816,817,1050,1775,424,2,Super friendly and helpful.,2022-09-26 06:13:59
817,818,1052,677,424,2,Super friendly and helpful.,2023-05-12 21:53:04
818,819,1053,424,1471,5,Very comfortable ride.,2022-03-02 20:36:38
819,820,1053,1471,424,3,Very clean car.,2022-03-02 21:44:38
821,822,1057,424,1853,3,Nothing to complain about.,2024-04-29 00:10:18
822,823,1058,424,1139,4,Loved the music selection!,2022-06-24 12:27:07
823,824,1059,424,1331,4,Very courteous driver.,2022-03-01 03:03:10
825,826,1065,424,5,4,"Easy pickup, no problems.",2023-03-20 10:47:19
828,829,1068,424,1606,3,Got there safely.,2022-05-27 02:32:42
829,830,1068,1606,424,2,Super friendly and helpful.,2022-05-27 04:10:42
833,834,1072,1814,424,5,"Excellent service, will ride again.",2023-10-07 09:22:27
838,839,1085,424,782,4,"Perfect trip, no issues.",2023-12-19 23:54:59
839,840,1086,424,1403,3,Decent experience.,2023-04-29 09:06:25
840,841,1087,424,833,3,Acceptable ride.,2023-06-13 16:59:05
841,842,1088,424,1187,3,Nothing to complain about.,2023-03-27 07:06:32
842,843,1088,1187,424,1,Super friendly and helpful.,2023-03-27 06:17:32
844,845,1091,424,776,3,Trip was okay.,2022-05-16 19:18:01
845,846,1091,776,424,3,"Excellent service, will ride again.",2022-05-16 21:28:01
846,847,1092,898,424,4,"Smooth ride, on time.",2024-06-25 10:47:41
847,848,1094,120,424,3,Very clean car.,2023-10-09 15:29:27
848,849,1096,424,643,4,"Great rider, very polite.",2023-07-03 11:20:03
852,853,1099,424,1937,3,Nothing to complain about.,2022-12-27 11:47:54
854,855,1104,424,52,3,Acceptable ride.,2023-08-29 22:41:03
855,856,1106,424,1343,4,"Perfect trip, no issues.",2022-03-28 03:02:58
856,857,1106,1343,424,3,"Great driver, very professional!",2022-03-28 03:38:58
858,859,1108,546,55,4,Car was spotless.,2022-10-01 13:55:42
859,860,1109,1078,860,3,"OK trip, nothing special.",2023-06-08 09:25:18
863,864,1113,1364,1386,3,Fine driver.,2023-12-17 20:43:30
864,865,1114,1343,1364,5,"Great driver, very professional!",2023-08-20 22:00:31
866,867,1115,187,1364,4,"Excellent service, will ride again.",2023-01-20 05:12:58
868,869,1118,1364,883,4,"Excellent service, will ride again.",2023-07-21 10:45:18
872,873,1124,1364,1386,4,Very clean car.,2022-06-22 16:44:44
874,875,1125,1331,1364,3,"Smooth ride, on time.",2024-02-04 01:24:12
875,876,1127,1364,132,5,"Great rider, very polite.",2022-12-22 14:12:22
876,877,1127,132,1364,3,"Great driver, very professional!",2022-12-22 13:47:22
877,878,1128,1364,1206,4,"Quick and efficient, thanks!",2022-06-27 19:20:24
878,879,1131,142,1364,2,Very clean car.,2023-09-29 14:06:32
880,881,1134,834,1364,4,"Excellent service, will ride again.",2024-04-11 12:17:56
884,885,1143,437,452,3,Got there safely.,2024-01-10 15:15:21
885,886,1144,1356,437,3,Very clean car.,2023-01-20 06:13:17
886,887,1145,1373,437,2,Very clean car.,2022-03-27 21:13:25
887,888,1150,437,664,3,Trip was okay.,2024-02-08 17:52:39
889,890,1151,1128,437,4,Very clean car.,2022-08-09 13:32:37
890,891,1153,437,947,5,Loved the music selection!,2022-10-12 14:15:48
891,892,1155,437,1700,4,"Excellent service, will ride again.",2023-10-24 23:37:57
892,893,1155,1700,437,4,Super friendly and helpful.,2023-10-25 00:06:57
893,894,1160,437,1477,5,Super friendly and helpful.,2023-05-21 11:31:30
895,896,1163,327,1613,2,"Excellent service, will ride again.",2023-11-10 13:20:11
896,897,1164,602,1613,4,"Smooth ride, on time.",2024-05-07 15:05:53
897,898,1166,1613,1311,2,Not very clean.,2022-12-17 01:00:40
898,899,1167,342,258,4,Very clean car.,2023-05-21 06:17:44
899,900,1167,258,342,4,"Smooth ride, on time.",2023-05-21 05:27:44
900,901,1169,1516,389,5,"Excellent service, will ride again.",2022-03-05 04:33:09
901,902,1171,1516,117,3,Fine driver.,2023-11-27 17:13:54
902,903,1171,117,1516,4,"Smooth ride, on time.",2023-11-27 17:26:54
904,905,1173,1336,1432,3,"Smooth ride, on time.",2023-07-21 18:42:44
905,906,1175,751,448,5,"Great driver, very professional!",2023-07-06 00:34:34
906,907,1176,751,136,4,Super friendly and helpful.,2023-12-03 05:27:25
907,908,1176,136,751,3,Very clean car.,2023-12-03 05:17:25
909,910,1178,958,1099,5,"Excellent service, will ride again.",2022-02-27 08:24:43
910,911,1178,1099,958,3,"Great driver, very professional!",2022-02-27 08:33:43
911,912,1179,958,833,3,Nothing to complain about.,2023-10-06 07:47:54
912,913,1179,833,958,3,"Smooth ride, on time.",2023-10-06 06:39:54
914,915,1183,1770,408,3,Trip was okay.,2022-07-12 15:28:35
919,920,1188,1770,1403,3,Acceptable ride.,2022-07-14 20:39:21
920,921,1188,1403,1770,3,Super friendly and helpful.,2022-07-14 20:38:21
923,924,1192,1770,1162,4,"Excellent service, will ride again.",2022-11-22 01:14:01
924,925,1193,1865,1770,3,Very clean car.,2022-01-24 02:46:54
926,927,1195,789,1770,3,"Excellent service, will ride again.",2022-12-12 03:17:01
927,928,1196,1770,1248,4,Loved the music selection!,2023-01-10 08:51:54
929,930,1199,1770,1237,3,Trip was okay.,2022-07-24 20:42:06
930,931,1202,1770,585,4,"Great driver, very professional!",2023-07-04 17:01:31
931,932,1204,1770,452,4,Super friendly and helpful.,2024-03-27 07:05:31
932,933,1206,693,1770,4,Very clean car.,2024-02-05 00:46:26
937,938,1212,1841,1770,4,"Excellent service, will ride again.",2023-07-15 16:01:00
939,940,1215,1770,1196,3,"OK trip, nothing special.",2022-02-18 04:50:59
940,941,1216,1324,1770,3,Very clean car.,2022-09-28 16:42:43
941,942,1217,1770,1023,3,Average experience.,2022-12-26 02:34:10
943,944,1218,1770,1301,4,Very clean car.,2024-01-09 11:31:29
944,945,1222,1770,570,4,"Quick and efficient, thanks!",2023-08-08 17:30:43
946,947,1224,1770,908,3,"OK trip, nothing special.",2024-02-14 07:05:34
947,948,1225,1770,601,4,"Easy pickup, no problems.",2022-09-11 15:12:00
948,949,1226,317,1853,4,Very courteous driver.,2022-06-29 05:35:48
949,950,1226,1853,317,2,"Great driver, very professional!",2022-06-29 07:46:48
950,951,1229,344,256,4,Very clean car.,2023-09-18 00:40:24
952,953,1231,1461,344,3,Super friendly and helpful.,2022-11-17 13:13:17
953,954,1232,901,643,5,"Easy pickup, no problems.",2023-12-08 23:49:08
954,955,1232,643,901,3,"Excellent service, will ride again.",2023-12-08 22:43:08
956,957,1235,324,901,4,Very clean car.,2024-01-05 22:45:32
957,958,1237,901,1794,5,"Great rider, very polite.",2024-03-16 12:39:19
958,959,1238,901,977,2,Driver was late.,2022-04-11 11:13:59
959,960,1238,977,901,3,"Excellent service, will ride again.",2022-04-11 11:23:59
961,962,1240,901,331,4,"Perfect trip, no issues.",2023-03-28 11:41:50
963,964,1242,901,1947,5,"Quick and efficient, thanks!",2022-01-22 06:51:45
964,965,1243,1105,901,4,Very clean car.,2023-07-31 14:45:04
966,967,1246,1681,834,4,Loved the music selection!,2023-09-11 01:12:27
967,968,1247,1681,1955,4,"Easy pickup, no problems.",2023-06-28 21:46:52
969,970,1248,1544,1681,3,"Excellent service, will ride again.",2022-03-19 04:33:21
970,971,1250,1507,1681,3,"Excellent service, will ride again.",2024-03-04 03:56:28
971,972,1251,146,1681,5,Very clean car.,2023-12-17 05:05:22
972,973,1252,741,1681,4,"Great driver, very professional!",2023-05-27 17:06:36
976,977,1258,1681,1410,4,"Quick and efficient, thanks!",2024-02-08 00:59:35
978,979,1259,891,1681,4,"Great driver, very professional!",2023-06-26 01:46:20
979,980,1260,1471,1681,3,"Excellent service, will ride again.",2023-01-07 20:26:12
981,982,1265,1681,549,4,Very courteous driver.,2024-05-10 12:19:56
983,984,1266,436,1665,3,Very clean car.,2022-12-27 07:30:14
985,986,1268,878,1665,3,Super friendly and helpful.,2022-05-29 19:51:27
987,988,1271,542,1665,3,Super friendly and helpful.,2022-12-28 03:13:07
989,990,1273,498,1944,3,"Smooth ride, on time.",2023-11-25 07:23:18
991,992,1275,571,1944,3,"Excellent service, will ride again.",2023-06-08 12:20:24
993,994,1279,1944,1198,3,Got there safely.,2023-07-14 14:19:48
997,998,1288,1944,412,4,Car was spotless.,2022-01-09 17:12:39
998,999,1288,412,1944,4,"Excellent service, will ride again.",2022-01-09 18:27:39
1000,1001,1289,974,1944,3,"Excellent service, will ride again.",2024-03-31 22:16:14
1001,1002,1290,1187,1944,4,Super friendly and helpful.,2024-06-21 13:33:11
1002,1003,1292,1507,1944,3,Very clean car.,2022-10-02 22:03:01
1003,1004,1293,1944,1968,4,"Excellent service, will ride again.",2022-02-03 11:41:25
1004,1005,1293,1968,1944,2,Very clean car.,2022-02-03 12:52:25
1005,1006,1294,1944,1206,5,Loved the music selection!,2024-01-23 05:41:07
1006,1007,1295,1944,1207,4,"Smooth ride, on time.",2022-07-09 01:50:26
1007,1008,1295,1207,1944,3,Super friendly and helpful.,2022-07-09 02:31:26
1010,1011,1298,5,1944,5,"Excellent service, will ride again.",2022-09-02 03:45:55
1013,1014,1303,1944,450,3,Acceptable ride.,2023-11-08 03:53:07
1014,1015,1303,450,1944,3,"Smooth ride, on time.",2023-11-08 03:11:07
1015,1016,1304,1775,1944,4,"Great driver, very professional!",2023-07-21 17:18:05
1016,1017,1306,1944,207,4,"5 stars, highly recommend!",2023-10-08 19:29:25
1017,1018,1306,207,1944,4,Super friendly and helpful.,2023-10-08 19:24:25
1018,1019,1310,1227,1944,3,Super friendly and helpful.,2023-07-09 14:10:42
1020,1021,1312,1944,14,5,"5 stars, highly recommend!",2024-01-01 20:21:39
1024,1025,1325,1944,66,3,Trip was okay.,2022-10-21 12:35:11
1025,1026,1325,66,1944,3,"Smooth ride, on time.",2022-10-21 11:34:11
1026,1027,1326,1944,765,3,Decent experience.,2023-08-22 01:11:59
1027,1028,1326,765,1944,4,"Smooth ride, on time.",2023-08-22 00:00:59
1028,1029,1328,1944,1302,5,Super friendly and helpful.,2022-09-04 02:00:56
1029,1030,1330,1944,777,4,Very clean car.,2023-02-22 00:10:53
1032,1033,1334,878,1944,3,Very clean car.,2022-07-29 07:23:31
1034,1035,1338,412,1944,4,"Smooth ride, on time.",2022-12-29 09:17:16
1036,1037,1344,1139,1944,4,"Excellent service, will ride again.",2023-01-12 16:19:49
1037,1038,1345,1944,1187,2,Driver was late.,2023-09-24 03:17:14
1039,1040,1346,1944,446,4,Super friendly and helpful.,2023-10-11 01:20:43
1041,1042,1348,1944,920,5,Very courteous driver.,2023-10-07 18:27:55
1043,1044,1350,1944,1955,3,Got there safely.,2024-02-15 15:20:32
1044,1045,1350,1955,1944,4,Super friendly and helpful.,2024-02-15 15:29:32
1048,1049,1361,1079,920,3,Trip was okay.,2023-07-18 00:06:05
1050,1051,1363,74,593,4,"Great rider, very polite.",2024-04-08 16:32:47
1051,1052,1364,74,136,4,Super friendly and helpful.,2022-05-30 06:20:06
1052,1053,1366,74,224,4,"Smooth ride, on time.",2022-06-14 02:12:06
1053,1054,1370,74,726,3,"OK trip, nothing special.",2022-05-31 14:04:32
1055,1056,1373,376,74,2,Very clean car.,2022-03-01 09:33:00
1059,1060,1378,940,74,3,"Great driver, very professional!",2022-01-05 06:36:38
1060,1061,1380,74,1526,4,"Excellent service, will ride again.",2022-01-21 22:48:39
1061,1062,1380,1526,74,3,Super friendly and helpful.,2022-01-21 22:31:39
1062,1063,1382,74,115,4,Super friendly and helpful.,2023-05-30 13:18:51
1064,1065,1384,1288,74,3,Super friendly and helpful.,2024-05-31 10:41:49
1065,1066,1385,74,1183,3,Got there safely.,2022-11-05 17:20:49
1066,1067,1385,1183,74,2,"Excellent service, will ride again.",2022-11-05 17:31:49
1068,1069,1387,1507,74,4,"Great driver, very professional!",2023-03-23 04:06:18
1069,1070,1388,74,957,3,Trip was okay.,2023-03-11 23:18:11
1072,1073,1390,293,74,5,Super friendly and helpful.,2023-01-08 15:48:04
1075,1076,1394,74,44,3,Trip was okay.,2023-10-13 03:14:13
1076,1077,1397,74,867,3,"OK trip, nothing special.",2024-02-27 17:36:04
1078,1079,1401,74,1700,4,"Great rider, very polite.",2023-11-20 01:09:55
1079,1080,1402,74,408,4,"Perfect trip, no issues.",2023-02-06 14:17:39
1080,1081,1403,74,225,5,Car was spotless.,2022-10-26 23:02:59
1081,1082,1404,74,1606,4,Very courteous driver.,2022-04-04 01:55:30
1082,1083,1404,1606,74,4,"Smooth ride, on time.",2022-04-04 02:05:30
1083,1084,1406,74,97,4,Loved the music selection!,2022-01-14 10:53:40
1084,1085,1408,74,1040,4,"Great rider, very polite.",2023-11-14 22:45:24
1086,1087,1409,74,665,4,"Excellent service, will ride again.",2022-08-02 16:18:05
